county,id,okrug,okrug_id,year,vote_milosevic,vote_opposition,vote_srs,turnout,bombed,year00,employed_per_1000inh,pop_per_doctor,refugees_perc_pop,minorpc91,femalepc91,pop_chng_98_02,irp,urbanpc91,age20_34pc,illiterate_pc,allen_vincent_2011
SABAC,111,MACVANSKI,8,1992,27.21023907,19.60517452,24.66971859,78.66,1,0,229,363,0.141596499,0.051709495,0.510796984,-0.00168156,0.002721365,0.444380282,0.20569113,0.040384725,0
SAVSKI VENAC,112,BEOGRAD,0,1992,23.30977103,2.817330132,13.65035343,79.19,1,0,1469,170,0.132146303,0.192525481,0.535707568,-0.071943231,0.035938865,1,0.18934243,0.003387837,1
SECANJ,113,SREDNJOBANATSKI,2,1992,38.43321058,16.29561433,19.71878139,85.62,0,0,195,646,0.083902809,0.337672199,0.509444203,-0.074745763,0.003502825,0.192357794,0.169200708,0.035659767,0
SENTA,114,SEVERNOBANATSKI,3,1992,4.931982634,6.193921852,3.577424023,74.23,0,0,263,313,0.010459015,0.910872511,0.50863837,-0.090106762,0.000782918,0.793513401,0.188947121,0.014158323,0
SID,115,SREMSKI,7,1992,27.9435128,12.01235658,27.94792586,84.08,1,0,248,648,0.262494149,0.402951786,0.513325481,0.126387283,0.001734104,0.39099948,0.189207913,0.023811357,0
SJENICA,116,ZLATIBORSKI,16,1992,30.44041451,9.002590674,40.4630829,29.69,1,0,157,855,0.007808557,0.775956771,0.490424869,-0.196264368,0.004454023,0.428876815,0.21766178,0.06592778,1
SMEDEREVO,117,PODUNAVSKI,10,1992,30.11733197,21.63308251,22.80480806,69.71,1,0,245,420,0.045183667,0.066080248,0.503768768,-0.064659284,0.060962521,0.552844966,0.203316668,0.030052182,0
SMEDEREVSKA PALANKA,118,PODUNAVSKI,10,1992,29.00967853,26.67069939,18.05507547,74.23,0,0,209,349,0.032713717,0.038497543,0.506472818,-0.050661017,0.018661017,0.4216722,0.193658389,0.02794094,0
SOKOBANJA,119,ZAJECARSKI,15,1992,36.04991087,9.404634581,23.18716578,77.71,0,0,211,247,0.014397667,0.043193002,0.511893912,-0.098495146,0.01907767,0.384569814,0.165419202,0.033223844,0
SOMBOR,120,ZAPADNOBACKI,5,1992,24.75227226,12.06861204,25.4629946,79.17,1,0,287,337,0.169928724,0.491233547,0.519658351,0.016332288,0.002716823,0.510939846,0.19529523,0.023513566,0
SOPOT,121,BEOGRAD,0,1992,3.274428274,16.21621622,23.86521137,71.47,1,0,163,505,0.07409753,0.03142203,0.507039509,0.02979798,0.037929293,0.083792079,0.178960275,0.025453654,0
SRBOBRAN,122,JUZNOBACKI,6,1992,19.97436836,13.40168436,25.09154156,79.13,1,0,206,713,0.076130147,0.380247625,0.52338775,0.069161677,0.002934132,0.740882251,0.187846542,0.023410809,1
SREMSKA MITROVICA,123,SREMSKI,7,1992,26.29371401,15.25782299,31.86776799,82.63,1,0,276,382,0.197836584,0.183351303,0.508023515,0.001188811,0.003228438,0.49814752,0.200379502,0.025179856,0
SREMSKI KARLOVCI,124,JUZNOBACKI,6,1992,21.69434518,19.27685516,24.28000841,73.83,0,0,100,NA,0.328245288,0.410273427,0.528521222,0.091234568,0.012839506,1.018383347,0.203416676,0.013576196,0
STARA PAZOVA,125,SREMSKI,7,1992,21.57728707,18.08622503,31.02298333,79.37,1,0,239,916,0.327503447,0.289329912,0.505926659,0.161099656,0.004450172,0.296940352,0.211051261,0.019681544,0
STARI GRAD,126,BEOGRAD,0,1992,18.77659813,32.55162837,12.48040138,74.21,0,0,1187,171,0.094531791,0.183017615,0.543420794,-0.167271364,0.017991004,1,0.196082315,0.003312749,0
SUBOTICA,127,SEVERNOBACKI,1,1992,11.01874563,13.85556209,9.346178178,76.24,1,0,318,386,0.081689187,0.851628204,0.520323959,-0.000666667,0.011050505,0.717134947,0.20171697,0.009413683,1
SURDULICA,128,PCINJSKI,24,1992,54.81326682,7.226641499,23.75623567,78.42,1,0,268,353,0.01859996,0.221585636,0.503693836,-0.09796748,0.012682927,0.481409713,0.200360523,0.077422262,0
SVILAJNAC,129,POMORAVSKI,13,1992,33.54328905,22.17704993,9.253321118,66.84,0,0,127,702,0.033256881,0.036576533,0.507926537,-0.219847095,0.014250765,0.287808088,0.181843126,0.037474031,0
SVRLJIG,130,NISAVSKI,20,1992,44.85935302,5.907172996,23.29817159,81.01,1,0,236,679,0.013982642,0.019238187,0.500289296,-0.090315789,0.003526316,0.357810993,0.142443879,0.051839852,0
TEMERIN,131,JUZNOBACKI,6,1992,17.75027706,1.058982884,27.7983007,86.9,0,0,191,918,0.250972373,0.47383616,0.50785109,0.100194553,0.002529183,0.899441789,0.212095491,0.020583554,0
TITEL,132,JUZNOBACKI,6,1992,27.13572854,16.22754491,3.043912176,82.06,0,0,153,959,0.124799605,0.176408928,0.499321909,0.059006211,0.001677019,0.370299593,0.201876833,0.038181818,0
TOPOLA,133,SUMADIJSKI,12,1992,27.24701446,16.90131992,15.31741043,72.75,1,0,155,975,0.050799521,0.027738497,0.50831035,-0.063259259,0.015111111,0.166642474,0.1795034,0.027399968,0
TRGOVISTE,134,PCINJSKI,24,1992,31.25473365,1.287553648,9.972229235,80.39,0,0,263,554,0.008116429,0.019871257,0.490064372,-0.115,0.010833333,0,0.179064658,0.10514752,0
TRSTENIK,135,RASINSKI,19,1992,29.69850746,17.85970149,23.26567164,78.4,1,0,292,684,0.021358409,0.031326882,0.507824157,-0.08159176,0.015037453,0.335547145,0.18143262,0.045062496,0
TUTIN,136,RASKI,18,1992,20.92398603,27.04807951,6.983615364,19.34,1,0,62,1049,0.006554821,0.957812365,0.478473044,-0.209105263,0.012631579,0.255262626,0.242563386,0.056265389,0
UB,137,KOLUBARSKI,9,1992,30.43108489,16.91383618,19.23138255,73.05,1,0,129,989,0.0385049,0.023183881,0.494550921,-0.064023324,0.003119534,0.167577256,0.187079492,0.05503987,0
UZICE,138,ZLATIBORSKI,16,1992,23.23789672,24.29444342,23.89185212,72.55,1,0,352,337,0.049248697,0.033050059,0.50661118,-0.016327014,0.005260664,0.727145156,0.205812917,0.02404182,1
VALJEVO,139,KOLUBARSKI,9,1992,30.13304985,29.58656545,15.1969171,77.93,1,0,328,321,0.038798282,0.041333252,0.506341354,-0.014653768,0.00496945,0.602031676,0.194665206,0.033370883,0
VARVARIN,140,RASINSKI,19,1992,30.65804488,10.01901864,20.23583111,70.89,0,0,83,1013,0.017463583,0.019520591,0.504286435,-0.121310044,0.006419214,0,0.17697048,0.056256833,0
VELIKA PLANA,141,PODUNAVSKI,10,1992,32.80743914,21.28304252,21.44673145,73.49,1,0,156,810,0.025610948,0.03542522,0.507487781,-0.121146245,0.035612648,0.336207234,0.191162582,0.033753092,0
VELIKO GRADISTE,142,BRANICEVSKI,11,1992,34.85201667,18.53500035,13.10305856,66.19,0,0,90,975,0.034150291,0.027526312,0.511545555,-0.237675277,0.003321033,0.220324603,0.198509124,0.029962728,0
VLADICIN HAN,143,PCINJSKI,24,1992,51.94888589,7.326783536,26.19919091,80.18,1,0,232,602,0.013898238,0.071589784,0.501564047,-0.055657371,0.010398406,0.310235597,0.199299667,0.090537063,0
VLADIMIRCI,144,MACVANSKI,8,1992,29.93963486,13.76619552,21.24558304,79.98,1,0,98,1050,0.101907007,0.016027427,0.495178916,-0.098539823,0.005088496,0,0.172581358,0.067687626,0
VLASOTINCE,145,JABLANICKI,23,1992,52.36460887,6.231334968,26.29373746,83.83,0,0,233,684,0.015859134,0.013876742,0.496064369,-0.020235294,0.005647059,0.424231823,0.197976705,0.077509606,0
VOZDOVAC,146,BEOGRAD,0,1992,21.5103134,26.84962955,19.41168968,65.59,1,0,175,519,0.083097858,0.128978287,0.517652357,-0.044282116,0.041813602,0.918002751,0.206347847,0.008967635,1
VRACAR,147,BEOGRAD,0,1992,19.38066465,32.093224,11.67026327,72.15,1,0,457,248,0.061997704,0.164796211,0.543455303,-0.118036254,0.008564955,1,0.186346042,0.003100058,0
VRANJE,148,PCINJSKI,24,1992,43.01133822,8.858593127,29.5007682,81.2,1,0,314,312,0.017718856,0.093414087,0.501872443,-0.015918828,0.062356257,0.66572274,0.21364907,0.052779305,1
VRBAS,149,JUZNOBACKI,6,1992,36.96111361,12.2615049,23.60192527,83.4,1,0,294,439,0.07710376,0.582049348,0.514941141,-0.028559322,0.004427966,0.557500755,0.208758615,0.018537905,1
VRNJACKA BANJA,150,RASKI,18,1992,33.23883324,16.05871606,23.42972343,80.58,1,0,232,291,0.053642512,0.061062802,0.513690407,-0.000301887,0.124981132,0.380000775,0.188547486,0.029820323,0
VRSAC,151,JUZNOBANATSKI,4,1992,24.91788984,22.43278593,21.32538875,74.73,1,0,257,330,0.069983513,0.344576492,0.517973884,-0.049493007,0.003933566,0.63290379,0.201272784,0.022384079,1
ZABALJ,152,JUZNOBACKI,6,1992,25.92127026,16.91035395,30.53258353,78.41,1,0,180,759,0.141850289,0.171436316,0.49692397,0.074726563,0.000976563,0.339175856,0.20266783,0.043906517,0
ZABARI,153,BRANICEVSKI,11,1992,32.84634246,20.15733551,13.85369841,64.87,0,0,55,1016,0.030340621,0.023362795,0.506900295,-0.317591623,0.002303665,0,0.164799754,0.05616081,0
ZAGUBICA,154,BRANICEVSKI,11,1992,37.07690816,14.61545922,18.41722432,71.19,0,0,110,911,0.017663273,0.076672104,0.506553412,-0.133157895,0.000467836,0,0.160966066,0.090602442,0
ZAJECAR,155,ZAJECARSKI,15,1992,28.76577781,18.21031514,21.36378835,77.73,1,0,285,279,0.021466954,0.078047909,0.513609824,-0.056237482,0.008311874,0.543090924,0.176719368,0.026330549,0
ZEMUN,156,BEOGRAD,0,1992,23.0121969,20.48256732,2.621205887,54.87,1,0,302,311,0.141734364,0.194923277,0.508613415,0.058227499,0.034180011,0.888885845,0.216880169,0.014208563,0
ZITISTE,157,SREDNJOBANATSKI,2,1992,28.10376372,19.11265029,15.22477784,84.22,1,0,163,659,0.097628337,0.467794782,0.510726978,-0.059953917,0.000829493,0.134865968,0.175400755,0.03706064,0
ZITORADJA,158,TOPLICKI,21,1992,43.36520076,5.391969407,21.3001912,85.58,1,0,71,672,0.017395753,0.062164236,0.492438612,-0.056632124,0.017875648,0,0.184269786,0.10550887,0
ZRENJANIN,159,SREDNJOBANATSKI,2,1992,2.457998539,16.5522279,25.20818115,79.71,1,0,306,374,0.06818348,0.313164398,0.514059279,-0.018208178,0.005605948,0.594067797,0.202005286,0.018674603,0
ZVEZDARA,160,BEOGRAD,0,1992,20.16084231,2.784317875,19.19790482,72.07,1,0,261,258,0.127858887,0.138664465,0.501607497,-0.052707143,0.031085714,1,0.217831264,0.007291455,0
ADA,1,SEVERNOBANATSKI,3,1996,7.1,7.26,1.02,55.32,0,0,239,700,0.016228029,0.847856412,0.509403221,-0.073463415,0.001170732,0.91239177,0.187217016,0.011529957,0
ALEKSANDROVAC,2,RASINSKI,19,1996,74.23,16.69,1.07,72.13,0,0,175,770,0.024476893,0.016046967,0.494,-0.106717325,0.009148936,0.191541314,0.190309299,0.055837218,0
ALEKSINAC,3,NISAVSKI,20,1996,49.31,22.06,21.92,68.99,1,0,150,483,0.030558862,0.058846563,0.507522442,-0.051740558,0.017011494,0.292061556,0.182392769,0.055204419,0
ALIBUNAR,4,JUZNOBANATSKI,4,1996,52,15.32,6.45,61.69,0,0,194,634,0.046881477,0.467081213,0.510094162,-0.099843137,0.004196078,0.377551789,0.176831925,0.037335541,0
APATIN,5,ZAPADNOBACKI,5,1996,57.31,8.56,25.19,66.57,0,0,261,825,0.257129004,0.495863511,0.519291626,0.012746914,0.00308642,0.559548442,0.195014171,0.025843416,0
ARANDJELOVAC,6,SUMADIJSKI,12,1996,52.93,28.88,7.76,69.28,1,0,281,492,0.082027805,0.052396153,0.510248225,0.015379747,0.047637131,0.498760973,0.201271583,0.020611274,1
ARILJE,7,ZLATIBORSKI,16,1996,43.86,47.62,4.31,71.29,0,0,306,597,0.024489796,0.019326285,0.504604324,-0.020594059,0.003118812,0.299108682,0.194348969,0.035432673,0
BABUSNICA,8,PIROTSKI,22,1996,49.59,5.16,4.53,80.13,0,0,162,569,0.010965706,0.099518957,0.496456835,-0.106022727,0.001931818,0.220865877,0.143701538,0.096351849,0
BAC,9,JUZNOBACKI,6,1996,46.29,30.71,12.51,69.8,0,0,211,1018,0.02979519,0.629369819,0.510261031,-0.048654971,0.000350877,0.351491192,0.187607573,0.036083108,0
BACKA PALANKA,10,JUZNOBACKI,6,1996,54.92,29.09,11.25,71.03,1,0,264,676,0.247943073,0.276842016,0.512321131,0.035076401,0.002427844,0.455117093,0.202571925,0.027326707,0
BACKA TOPOLA,11,SEVERNOBACKI,1,1996,29.47,5.2,6.05,59.24,0,0,277,605,0.15357412,0.779532034,0.512313811,-0.021867008,0.002787724,0.412617642,0.185069944,0.021414564,0
BACKI PETROVAC,12,JUZNOBACKI,6,1996,41.79,9.2,7.07,63.88,0,0,210,918,0.048397395,0.790512067,0.509070005,-0.040457516,0.000457516,0.462187021,0.189837205,0.017573735,0
BAJINA BASTA,13,ZLATIBORSKI,16,1996,41.42,37.59,17.28,63.28,1,0,223,792,0.064746025,0.01731267,0.500084042,0.001752577,0.002783505,0.287592026,0.193543961,0.059757813,0
BARAJEVO,14,BEOGRAD,0,1996,54.06,27.7,15.78,63.11,1,0,142,688,0.174851019,0.058576246,0.49956114,0.135529954,0.050829493,0,0.196095938,0.025688892,0
BATOCINA,15,SUMADIJSKI,12,1996,44.29,31.22,0.14,75.73,0,0,199,782,0.030388588,0.029496991,0.505994158,-0.067175573,0.052671756,0.377305026,0.193698854,0.035351882,0
BECEJ,16,JUZNOBACKI,6,1996,26.14,13.75,7.61,67.29,0,0,285,633,0.05978681,0.665104838,0.512103105,-0.002749392,0.004793187,0.624112478,0.195257033,0.018396077,0
BELA CRKVA,17,JUZNOBANATSKI,4,1996,58.83,31.69,4.86,66.1,1,0,203,560,0.041253638,0.262411946,0.515174733,-0.125879828,0.00167382,0.49521134,0.201404232,0.027642755,0
BELA PALANKA,18,PIROTSKI,22,1996,53.83,27.15,16.85,83.38,0,0,248,527,0.02097647,0.071319998,0.496807928,-0.053881579,0.007236842,0.507508968,0.155482929,0.045059453,0
BEOCIN,19,JUZNOBACKI,6,1996,46.74,13.15,19.81,79.05,1,0,286,888,0.131802263,0.399649784,0.502860604,0.065298013,0.018013245,0.529918557,0.201168718,0.01952008,1
BLACE,20,TOPLICKI,21,1996,62.52,28.57,,65.81,1,0,193,755,0.022916799,0.015978102,0.509071233,-0.064013605,0.065578231,0.332802852,0.158514427,0.094338251,1
BOGATIC,21,MACVANSKI,8,1996,49.43,38.97,4.94,69.31,1,0,87,1221,0.061327603,0.027614844,0.497764098,-0.023964497,0.001420118,0,0.191876326,0.057108215,0
BOJNIK,22,JABLANICKI,23,1996,60.27,0.99,6.32,84.73,0,0,161,710,0.013174231,0.075596634,0.496137398,-0.063,0.015928571,0,0.17022412,0.136758652,0
BOLJEVAC,23,ZAJECARSKI,15,1996,58.06,36.42,4.1,69.74,1,0,178,648,0.027496905,0.162505159,0.509157321,-0.133934426,0.004863388,0.284854409,0.152627926,0.043409679,0
BOR,24,BORSKI,14,1996,49.35,33.64,7.11,63.8,1,0,371,307,0.015409015,0.175442404,0.505809683,-0.068163606,0.006193656,0.676863672,0.19651719,0.027088521,0
BOSILEGRAD,25,PCINJSKI,24,1996,81.27,,,81.01,1,0,183,471,0.00601168,0.899948471,0.497436336,-0.105315315,0.006576577,0.208511366,0.184573558,0.072097473,1
BRUS,26,RASINSKI,19,1996,68.26,6.77,0.65,73.69,1,0,192,700,0.026346632,0.016220524,0.492671506,-0.102200957,0.008038278,0.213439476,0.184448945,0.079034321,0
BUJANOVAC,27,PCINJSKI,24,1996,44.05,8.39,2.08,60.27,1,0,110,1121,0.005646046,0.284284529,0.492896548,-0.206923077,0.086868132,0.182770052,0.222368482,0.082813727,0
CACAK,28,MORAVICKI,17,1996,40.15,48.02,4.83,69.78,1,0,281,398,0.043413122,0.0380539,0.508172337,-0.00109215,0.022329352,0.611643016,0.19529862,0.016647875,1
CAJETINA,29,ZLATIBORSKI,16,1996,51.05,35.94,8.34,70.01,1,0,287,421,0.039572393,0.01287822,0.501311516,-0.010886076,0.005506329,0.105171122,0.179101612,0.056053238,0
CICEVAC,30,RASINSKI,19,1996,49.83,40.64,5.6,77.83,1,0,242,682,0.037849792,0.037764736,0.514501999,-0.048230088,0.031150442,0.459130731,0.177405858,0.037284984,0
COKA,31,SEVERNOBANATSKI,3,1996,56.22,,9.81,71.77,0,0,269,1057,0.042171436,0.672320084,0.511694949,-0.032727273,0.001678322,0.343575968,0.175607287,0.012145749,0
CRNA TRAVA,32,JABLANICKI,23,1996,95.77,,,75.74,0,0,340,700,0.019002375,0.016363157,0.483854434,-0.1990625,0.001875,0,0.123683184,0.104955131,0
CUKARICA,33,BEOGRAD,0,1996,38.37,27.53,23.54,60.63,1,0,195,532,0.131402297,0.12881551,0.510830243,0.045334988,0.030700993,0.842502015,0.216144041,0.009839295,0
CUPRIJA,34,POMORAVSKI,13,1996,53.56,27.47,12.77,69.15,1,0,254,177,0.028415103,0.073037913,0.511433654,-0.123577023,0.020678851,0.550852046,0.18351357,0.049602288,0
DESPOTOVAC,35,POMORAVSKI,13,1996,56.33,17.5,4.49,63.66,1,0,167,686,0.028403555,0.058755794,0.504490974,-0.233203593,0.007095808,0.202108549,0.175471477,0.062668385,0
DIMITROVGRAD,36,PIROTSKI,22,1996,70.76,23.45,0.7,86.02,1,0,320,496,0.013715896,0.774466192,0.497330961,-0.067619048,0.005873016,0.539442467,0.179860402,0.029962547,1
DOLJEVAC,37,NISAVSKI,20,1996,48.05,12.54,18.12,83.59,1,0,70,739,0.013406253,0.049075598,0.482441793,-0.050436893,0.007864078,0,0.190225449,0.072031082,0
GADZIN HAN,38,NISAVSKI,20,1996,55.88,14.86,16.43,73.59,1,0,203,513,0.012933025,0.026481909,0.49060816,-0.113220339,0.000847458,0,0.125,0.123566514,1
GOLUBAC,39,BRANICEVSKI,11,1996,65.29,28.46,1.31,70.61,0,0,109,1033,0.029808999,0.068328938,0.508591065,-0.194065041,0.002520325,0,0.181882377,0.054877434,0
GORNJI MILANOVAC,40,MORAVICKI,17,1996,50.37,29.37,3.48,78.35,1,0,324,390,0.046439196,0.030566814,0.506866267,-0.025746421,0.024621677,0.447744511,0.191998489,0.024873533,1
GROCKA,41,BEOGRAD,0,1996,51.07,35.84,9.23,54.89,1,0,94,852,0.12988135,0.06914526,0.496710526,0.051058496,0.061016713,0.109773615,0.219913603,0.025892455,1
INDJIJA,42,SREMSKI,7,1996,40.07,19.08,23.8,67.36,1,0,218,754,0.329863076,0.281204029,0.511348192,0.087916667,0.004342105,0.522356619,0.199157411,0.024975307,0
IRIG,43,SREMSKI,7,1996,47.12,20.48,25.38,72.45,1,0,231,719,0.258464432,0.264705882,0.519151847,0.100803571,0.005982143,0.377393981,0.173980047,0.022386244,1
IVANJICA,44,MORAVICKI,17,1996,38.39,42.2,9.66,54.06,1,0,323,691,0.018944557,0.015673554,0.5042136,-0.031557377,0.000846995,0.308524545,0.199605022,0.047002398,1
JAGODINA,45,POMORAVSKI,13,1996,41.11,33.6,14.32,70.24,1,0,280,390,0.198694962,0.062631787,0.508710306,-0.074490862,0.067780679,0.485039451,0.194064378,0.032090163,1
KANJIZA,46,SEVERNOBANATSKI,3,1996,7.88,,,66.54,1,0,211,564,0.016042781,0.937817921,0.504137886,-0.064285714,0.001394558,0.376026326,0.187168302,0.010577972,0
KIKINDA,47,SEVERNOBANATSKI,3,1996,35.92,23.24,20.25,74.31,1,0,313,380,0.103967423,0.273547166,0.510464933,-0.045555556,0.001467236,0.617581661,0.196337423,0.023073938,0
KLADOVO ,48,BORSKI,14,1996,62.84,25.9,8.48,66.67,0,0,138,503,0.016530222,0.117562184,0.504563847,-0.252753165,0.002943038,0.350773188,0.182272477,0.081057045,0
KNIC,49,SUMADIJSKI,12,1996,61.26,36.09,0.28,71.21,1,0,100,937,0.027718436,0.028305918,0.505132043,-0.066589595,0.022485549,0,0.154756007,0.044587565,0
KNJAZEVAC,50,ZAJECARSKI,15,1996,64.63,31.26,2.02,75.54,1,0,291,368,0.017008811,0.04621219,0.51143026,-0.07990099,0.007054455,0.447779848,0.156569461,0.042801033,1
KOCELJEVA,51,MACVANSKI,8,1996,56.84,35.33,3.34,71.39,0,0,130,884,0.040904829,0.035982185,0.49718706,-0.058072289,0.000240964,0,0.187132259,0.06593758,0
KOSJERIC,52,ZLATIBORSKI,16,1996,49.69,40.97,5,79.56,0,0,184,1007,0.02648921,0.017444114,0.50536245,-0.053986486,0.002837838,0.245122109,0.176630241,0.058924363,0
KOVACICA,53,JUZNOBANATSKI,4,1996,43.19,17.36,4.6,62.08,1,0,166,800,0.022711609,0.694706095,0.505543892,-0.044863014,0.003527397,0.243603202,0.19261384,0.017533166,0
KOVIN,54,JUZNOBANATSKI,4,1996,49.26,27.92,10.71,66.24,1,0,207,453,0.065154327,0.264668217,0.50093985,-0.008032345,0.008787062,0.356855681,0.193386229,0.038747894,0
KRAGUJEVAC,55,SUMADIJSKI,12,1996,37.43,36.06,13.21,70.15,1,0,348,295,0.030952222,0.058894738,0.508887473,-0.034054945,0.060697802,0.815935968,0.205879342,0.01924324,1
KRALJEVO,56,RASKI,18,1996,47.45,34.22,13.49,65.26,1,0,248,354,0.056848901,0.051370734,0.505732231,-0.032535771,0.145461049,0.500079504,0.200095311,0.027796265,0
KRUPANJ,57,MACVANSKI,8,1996,48.97,40.31,,67.51,0,0,147,1158,0.015128662,0.031628502,0.491064491,-0.082181818,0.000863636,0.219159925,0.198791601,0.070176307,0
KRUSEVAC,58,RASINSKI,19,1996,52.71,37.89,4.18,70.74,1,0,284,368,0.036528589,0.050459413,0.51078132,-0.036891496,0.054765396,0.425522062,0.201647281,0.03920285,1
KUCEVO,59,BRANICEVSKI,11,1996,74.61,18.84,1.22,65.19,0,0,111,1109,0.030176615,0.06218566,0.508830754,-0.259527559,0.002007874,0.188935241,0.167535091,0.077201191,0
KULA,60,ZAPADNOBACKI,5,1996,53.7,23.1,22.41,65.8,1,0,248,701,0.084038044,0.557664618,0.513540358,-0.000971074,0.004524793,0.602424292,0.201786859,0.020908734,1
KURSUMLIJA,61,TOPLICKI,21,1996,48.61,20.79,11.72,62.95,1,0,227,527,0.028274693,0.047647308,0.501803063,-0.056419214,0.253275109,0.539221925,0.180997779,0.081312477,0
LAJKOVAC,62,KOLUBARSKI,9,1996,65.83,24.18,5.46,78.92,0,0,207,681,0.087209302,0.040415444,0.501409562,-0.025028571,0.004971429,0.193279206,0.186906576,0.038916891,0
LAPOVO,63,SUMADIJSKI,12,1996,40.07,45.53,3.73,75.91,0,0,253,588,0.039978903,0.033438819,0.50108692,-0.115268817,0.069677419,0.497163819,0.186922703,0.019202722,0
LAZAREVAC,64,BEOGRAD,0,1996,54.4,36.3,0.85,78.75,1,0,378,500,0.034611596,0.041727523,0.498300576,-0.024816667,0.033683333,0.352002364,0.199347131,0.026747107,0
LEBANE,65,JABLANICKI,23,1996,70.01,12.57,2.67,74.41,1,0,199,727,0.007684351,0.054787941,0.49,-0.070223881,0.010597015,0.352002364,0.187936431,0.097840918,0
LESKOVAC,66,JABLANICKI,23,1996,57.3,21.44,7.23,78.12,1,0,245,314,0.014519773,0.066610695,0.5,-0.03904059,0.030885609,0.419641204,0.200144638,0.065951156,0
LJIG,67,KOLUBARSKI,9,1996,35.72,43.51,1.29,77.8,0,0,192,775,0.04436903,0.021870287,0.493556631,-0.037565789,0.008157895,0.189416792,0.173559368,0.031649463,0
LJUBOVIJA,68,MACVANSKI,8,1996,42.28,30.32,8.29,72.51,1,0,163,763,0.039856452,0.014246099,0.500627338,-0.063076923,0.001098901,0.280414388,0.19358433,0.077879428,1
LOZNICA,69,MACVANSKI,8,1996,44.8,22.39,18.29,61.64,1,0,288,468,0.307729496,0.044443165,0.501932492,-0.009025229,0.004816514,0.226598447,0.203059725,0.041058637,1
